"Address","Content Type","Status Code","Status","Indexability","Indexability Status"
"https://www.irishealing.com/residential-rehab-in-los-angeles/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://www.irishealing.com/partial-hospitalization-program-in-los-angeles/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://www.irishealing.com/addiction-treatment-in-los-angeles/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://www.irishealing.com/los-angeles-virtual-iop/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://www.irishealing.com/dual-diagnosis-treatment-in-los-angeles-ca/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://www.irishealing.com/aftercare/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://www.irishealing.com/mental-health-treatment-centers-in-los-angeles-ca/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://www.irishealing.com/medication-assisted-treatment/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://www.irishealing.com/treatment-levels-of-care-mental-health-iop-php-residential-inpatient/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://www.irishealing.com/contact-us/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://www.irishealing.com/online-insurance-verification/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/somatic-experiencing-therapy-for-ptsd/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/programs/intensive-outpatient-program/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/online-insurance-verification-tms/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/blog/difference-between-php-program-iop-treatment/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/intensive-outpatient/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/partial-hospitalization/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/residential-inpatient/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/aftercare/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/addiction-treatment-in-los-angeles/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/outpatient-rehab-in-los-angeles/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/influence-of-buddhism-in-holistic-rehab/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/what-a-holistic-drug-rehab-can-offer/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/how-does-fentanyl-kill-you/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/what-does-fentanyl-look-like/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/fentanyl-overdose-signs/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/facing-depression-clearing-mind-dark-thoughts/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/eeg-neurofeedback-therapy/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/adderall/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/wp-content/uploads/2025/09/Neurofeedback-Brochure.pdf","application/pdf","200","OK","Indexable",""
"https://irishealing.com/fentanyl/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/cocaine/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/is-adderall-a-controlled-substance/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/stimulants/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/alcohol-rehab-los-angeles/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/opioids/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/benzo-rehab-los-angeles/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/xanax-rehab-los-angeles/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/ocd-and-addiction/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/mental-health-treatment-los-angeles/ocd-treatment-los-angeles/_wp_link_placeholder","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/12-step-programs/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/klonopin-guide-clonazepam/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/contact-us-tms/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/tms-for-anxiety/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/sleep-disorders-and-addiction","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/neurofeedback-for-anxiety/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/blog/drug-withdrawal/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/blog/cbt-therapy-addiction/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/blog/benzos-and-alcohol/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/cocaine-in-urine/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/rehab-center-in-los-angeles-for-cocaine-overdose/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/cocaine-withdrawal-symptoms/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/bipolar-and-alcohol/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/borderline-personality-disorder-vs-bipolar/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/why-do-bipolar-relationships-fail/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/how-to-deal-with-someone-who-is-bipolar-and-angry/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/what-is-bipolar-depression/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected"
"https://irishealing.com/blog/tms-medicare-coverage/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/blog/mental-health-services/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/jessica-cahn/","text/html; charset=UTF-8","200","OK","Indexable",""
"https://irishealing.com/blog/massage-therapy-in-effective-alcohol-detox-program/","text/html; charset=UTF-8","200","OK","Indexable",""
